ID,Marital_Status,Application_Mode,Course,Attendance_Type,Previous_Qualification,Admission_Grade,Displaced,Special_Needs,Debtor,Tuition_Fees_Up_To_Date,Gender,Scholarship_Holder,Age_At_Enrollment,International,Units_1st_Sem_Enrolled,Units_1st_Sem_Approved,Units_1st_Sem_Grade,Units_2nd_Sem_Enrolled,Units_2nd_Sem_Approved,Units_2nd_Sem_Grade,Approval_Rate_1st_Sem,Approval_Rate_2nd_Sem,Avg_Grade_Both_Sem,Unemployment_Rate,Inflation_Rate,GDP,Status
1089,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,108.8,Yes,No,No,Yes,Female,No,18,No,7,5,11.4,7,6,13.333333333333334,0.714,0.857,12.37,13.9,-0.3,0.79,Enrolled
1090,Single,Change of course,Animation and Multimedia Design,Daytime,Secondary Education,133.0,No,No,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,15.5,2.8,-4.06,Enrolled
1091,Single,2nd phase - general contingent,Equinculture,Daytime,Secondary Education,123.8,No,No,No,Yes,Female,No,18,No,5,4,12.0,5,5,12.0,0.8,1.0,12.0,7.6,2.6,0.32,Graduate
1092,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,120.0,No,No,No,Yes,Female,No,18,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,8.9,1.4,3.51,Dropout
1093,Single,2nd phase - general contingent,Social Service,Daytime,Secondary Education,126.9,Yes,No,No,Yes,Female,No,18,No,6,5,11.0,6,6,11.666666666666666,0.833,1.0,11.33,7.6,2.6,0.32,Graduate
1094,Single,3rd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,121.3,Yes,No,No,Yes,Female,No,20,No,6,5,12.0,6,6,11.571428571428571,0.833,1.0,11.79,15.5,2.8,-4.06,Dropout
1095,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,129.0,Yes,No,No,Yes,Female,Yes,19,No,7,7,13.308571428571428,8,8,12.55,1.0,1.0,12.93,12.4,0.5,1.79,Graduate
1096,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,114.9,Yes,No,Yes,No,Female,No,21,No,6,3,13.666666666666666,6,3,10.666666666666666,0.5,0.5,12.17,15.5,2.8,-4.06,Dropout
1097,Single,2nd phase - general contingent,Advertising and Marketing Management,Daytime,Higher Education - Degree,106.5,Yes,No,Yes,No,Female,No,20,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1098,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,133.9,Yes,No,No,Yes,Female,No,18,No,6,5,12.2,6,4,11.25,0.833,0.667,11.72,9.4,-0.8,-3.12,Graduate
1099,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,124.9,No,No,No,Yes,Female,Yes,20,No,6,6,12.666666666666666,6,6,12.833333333333334,1.0,1.0,12.75,10.8,1.4,1.74,Graduate
1100,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,128.5,Yes,No,No,Yes,Female,Yes,19,No,8,8,14.07125,8,8,14.07125,1.0,1.0,14.07,9.4,-0.8,-3.12,Graduate
1101,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Frequency of Higher Education,126.2,Yes,No,No,Yes,Female,No,22,No,5,4,14.25,5,5,13.2,0.8,1.0,13.72,9.4,-0.8,-3.12,Dropout
1102,Single,2nd phase - general contingent,Equinculture,Daytime,Secondary Education,121.7,Yes,No,No,No,Female,No,22,No,6,0,0.0,2,0,0.0,0.0,0.0,0.0,9.4,-0.8,-3.12,Dropout
1103,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,120.0,Yes,No,No,Yes,Female,No,18,No,6,3,12.0,6,4,10.25,0.5,0.667,11.12,10.8,1.4,1.74,Enrolled
1104,Single,Change of course,Management,Daytime,Secondary Education,113.2,No,No,No,Yes,Female,No,21,No,10,6,11.166666666666666,10,7,10.571428571428571,0.6,0.7,10.87,7.6,2.6,0.32,Enrolled
1105,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,120.3,Yes,No,No,Yes,Female,No,19,No,6,2,13.0,6,5,11.6,0.333,0.833,12.3,7.6,2.6,0.32,Graduate
1106,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,127.8,Yes,No,No,Yes,Female,No,19,No,0,0,0.0,0,0,0.0,0,0,0.0,10.8,1.4,1.74,Dropout
1107,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,123.3,Yes,No,No,Yes,Female,Yes,20,No,8,7,14.901428571428571,8,7,14.901428571428571,0.875,0.875,14.9,9.4,-0.8,-3.12,Dropout
1108,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,126.3,Yes,No,Yes,Yes,Female,Yes,18,No,7,7,12.65,8,8,12.445555555555554,1.0,1.0,12.55,15.5,2.8,-4.06,Graduate
1109,Single,Change of institution/course,Management (evening attendance),Evening,Professional Higher Technical Course,128.2,No,No,No,No,Female,No,22,No,12,7,11.0,5,5,10.6,0.583,1.0,10.8,8.9,1.4,3.51,Dropout
1110,Single,2nd phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,134.9,Yes,No,No,Yes,Female,No,20,No,5,4,12.4,5,5,12.666666666666666,0.8,1.0,12.53,7.6,2.6,0.32,Graduate
1111,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,140.0,No,No,No,Yes,Female,No,19,No,6,6,12.0,6,6,12.666666666666666,1.0,1.0,12.33,12.4,0.5,1.79,Graduate
1112,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,115.5,Yes,No,No,Yes,Female,Yes,19,No,7,7,12.135714285714286,8,7,13.328571428571427,1.0,0.875,12.73,12.4,0.5,1.79,Graduate
1113,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,106.7,Yes,No,No,Yes,Female,Yes,20,No,7,5,12.62,7,6,12.5,0.714,0.857,12.56,11.1,0.6,2.02,Enrolled
1114,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,140.0,No,No,No,Yes,Female,No,25,No,5,3,10.666666666666666,5,3,11.333333333333334,0.6,0.6,11.0,15.5,2.8,-4.06,Enrolled
1115,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,136.6,No,No,No,Yes,Female,Yes,19,No,7,6,13.766666666666666,8,7,14.051428571428572,0.857,0.875,13.91,15.5,2.8,-4.06,Graduate
1116,Single,3rd phase - general contingent,Nursing,Daytime,Secondary Education,119.3,Yes,No,No,Yes,Female,No,19,No,8,8,13.11625,8,8,13.11625,1.0,1.0,13.12,9.4,-0.8,-3.12,Graduate
1117,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,152.0,Yes,No,No,No,Female,No,19,No,5,0,0.0,6,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1118,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,144.3,No,No,No,Yes,Female,No,20,No,7,6,12.7,8,7,13.571428571428571,0.857,0.875,13.14,13.9,-0.3,0.79,Graduate
1119,Single,Over 23 years old,Oral Hygiene,Daytime,Secondary Education,159.0,Yes,No,No,Yes,Female,No,25,No,7,7,11.857142857142858,8,5,11.7,1.0,0.625,11.78,12.4,0.5,1.79,Enrolled
1120,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,129.5,Yes,No,No,Yes,Female,Yes,20,No,7,6,12.333333333333334,7,6,12.333333333333334,0.857,0.857,12.33,7.6,2.6,0.32,Graduate
1121,Single,Over 23 years old,Social Service,Daytime,Secondary Education,140.0,Yes,No,No,Yes,Female,No,24,No,6,4,15.75,6,5,16.4,0.667,0.833,16.08,9.4,-0.8,-3.12,Enrolled
1122,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,105.4,No,No,No,Yes,Female,No,20,No,5,5,13.333333333333334,5,5,13.2,1.0,1.0,13.27,7.6,2.6,0.32,Graduate
1123,Single,Transfer,Nursing,Daytime,Secondary Education,136.0,Yes,No,No,Yes,Female,No,21,No,7,7,14.355555555555554,8,8,13.49375,1.0,1.0,13.92,15.5,2.8,-4.06,Graduate
1124,Single,Technological specialization diploma holders,Agronomy,Daytime,Technological Specialization Course,160.0,No,No,Yes,Yes,Female,Yes,19,No,6,6,13.0,6,5,13.0,1.0,0.833,13.0,15.5,2.8,-4.06,Graduate
1125,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,139.1,No,No,No,Yes,Female,Yes,19,No,6,6,12.833333333333334,6,6,13.5,1.0,1.0,13.17,16.2,0.3,-0.92,Graduate
1126,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,126.9,No,No,No,Yes,Female,Yes,21,No,5,5,13.2,5,4,13.0,1.0,0.8,13.1,9.4,-0.8,-3.12,Graduate
1127,Single,Over 23 years old,Nursing,Daytime,Higher Education - Degree,184.0,No,No,No,Yes,Female,No,28,No,7,7,17.005555555555556,8,8,16.582222222222224,1.0,1.0,16.79,15.5,2.8,-4.06,Graduate
1128,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,125.0,Yes,No,Yes,No,Female,Yes,19,No,6,5,10.6,6,5,11.0,0.833,0.833,10.8,10.8,1.4,1.74,Graduate
1129,Single,1st phase - general contingent,Management,Daytime,Secondary Education,138.5,No,No,No,Yes,Female,Yes,18,No,5,5,14.0,5,5,13.6,1.0,1.0,13.8,12.4,0.5,1.79,Graduate
1130,Facto Union,2nd phase - general contingent,Nursing,Daytime,Secondary Education,133.5,Yes,No,No,Yes,Female,Yes,18,No,8,7,12.114285714285714,8,7,12.114285714285714,0.875,0.875,12.11,12.7,3.7,-1.7,Graduate
1131,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,141.5,Yes,No,No,Yes,Female,Yes,18,No,8,8,13.05875,8,8,13.05875,1.0,1.0,13.06,9.4,-0.8,-3.12,Graduate
1132,Single,Transfer,Nursing,Daytime,Secondary Education,130.0,Yes,No,No,Yes,Female,No,22,No,8,7,13.285714285714286,8,7,13.285714285714286,0.875,0.875,13.29,12.7,3.7,-1.7,Graduate
1133,Single,1st phase - general contingent,Management,Daytime,Secondary Education,131.0,Yes,No,No,Yes,Female,No,19,No,5,4,11.0,5,3,10.666666666666666,0.8,0.6,10.83,12.4,0.5,1.79,Enrolled
1134,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,145.0,No,No,No,Yes,Female,Yes,18,No,7,7,14.071428571428571,8,8,15.1625,1.0,1.0,14.62,13.9,-0.3,0.79,Graduate
1135,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,114.3,No,No,No,No,Female,No,20,No,6,0,0.0,6,0,0.0,0.0,0.0,0.0,15.5,2.8,-4.06,Dropout
1136,Single,Technological specialization diploma holders,Animation and Multimedia Design,Daytime,Technological Specialization Course,108.3,No,No,No,No,Female,No,26,No,9,4,11.25,10,3,11.0,0.444,0.3,11.12,12.4,0.5,1.79,Dropout
1137,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,125.2,Yes,No,No,Yes,Female,Yes,18,No,6,6,14.0,6,6,13.625,1.0,1.0,13.81,10.8,1.4,1.74,Graduate
1138,Single,1st phase - general contingent,Tourism,Daytime,Secondary Education,131.7,Yes,No,No,Yes,Female,Yes,21,No,6,6,12.166666666666666,6,3,11.666666666666666,1.0,0.5,11.92,10.8,1.4,1.74,Dropout
1139,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,126.3,Yes,No,No,Yes,Female,No,18,No,8,7,13.297142857142855,8,7,13.297142857142855,0.875,0.875,13.3,10.8,1.4,1.74,Graduate
1140,Single,1st phase - general contingent,Veterinary Nursing,Daytime,Secondary Education,147.6,Yes,No,No,Yes,Female,No,20,No,6,6,13.923076923076923,6,6,14.25,1.0,1.0,14.09,15.5,2.8,-4.06,Graduate
1141,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,125.1,Yes,No,No,Yes,Female,No,18,No,7,7,13.37,8,7,12.833333333333334,1.0,0.875,13.1,15.5,2.8,-4.06,Graduate
1142,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,123.8,No,No,No,Yes,Female,Yes,19,No,5,5,12.4,5,3,11.0,1.0,0.6,11.7,12.7,3.7,-1.7,Enrolled
1143,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,130.8,Yes,No,No,Yes,Female,No,20,No,5,4,15.0,5,4,13.75,0.8,0.8,14.38,7.6,2.6,0.32,Dropout
1144,Single,1st phase - general contingent,Basic Education,Daytime,Secondary Education,154.1,No,No,Yes,Yes,Female,Yes,18,No,6,6,13.333333333333334,6,6,12.571428571428571,1.0,1.0,12.95,12.7,3.7,-1.7,Graduate
1145,Single,1st phase - special contingent (Madeira Island),Management,Daytime,Secondary Education,122.6,Yes,No,No,Yes,Female,Yes,20,No,5,3,12.0,5,4,12.625,0.6,0.8,12.31,10.8,1.4,1.74,Enrolled
1146,Single,1st phase - general contingent,Social Service (evening attendance),Evening,Secondary Education,103.5,Yes,No,No,Yes,Female,No,22,No,6,5,13.4,6,5,12.2,0.833,0.833,12.8,7.6,2.6,0.32,Graduate
1147,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,132.8,Yes,No,No,Yes,Female,No,18,No,0,0,0.0,0,0,0.0,0,0,0.0,7.6,2.6,0.32,Enrolled
1148,Single,Change of institution/course,Management (evening attendance),Evening,Secondary Education,100.0,No,No,No,Yes,Female,No,21,No,5,4,11.5,5,5,11.4,0.8,1.0,11.45,8.9,1.4,3.51,Graduate
1149,Single,3rd phase - general contingent,Basic Education,Daytime,Secondary Education,115.8,No,No,No,Yes,Female,No,18,No,7,6,12.0,7,6,12.166666666666666,0.857,0.857,12.08,13.9,-0.3,0.79,Enrolled
1150,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,133.8,No,No,No,Yes,Female,No,18,No,8,7,13.485714285714284,8,7,13.485714285714284,0.875,0.875,13.49,12.7,3.7,-1.7,Graduate
1151,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,118.5,No,Yes,No,Yes,Female,Yes,18,No,6,6,12.0,6,6,11.285714285714286,1.0,1.0,11.64,8.9,1.4,3.51,Graduate
1152,Single,2nd phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,150.3,Yes,No,No,Yes,Female,No,19,No,0,0,0.0,0,0,0.0,0,0,0.0,15.5,2.8,-4.06,Dropout
1153,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,107.8,Yes,No,No,Yes,Female,No,19,No,5,3,10.333333333333334,5,3,14.428571428571429,0.6,0.6,12.38,10.8,1.4,1.74,Enrolled
1154,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,127.5,Yes,No,No,Yes,Female,No,19,No,7,5,12.94,7,5,13.76,0.714,0.714,13.35,16.2,0.3,-0.92,Enrolled
1155,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,120.5,Yes,No,No,Yes,Female,No,19,No,8,7,13.258571428571427,8,7,13.258571428571427,0.875,0.875,13.26,10.8,1.4,1.74,Graduate
1156,Single,1st phase - general contingent,Management,Daytime,Secondary Education,117.3,Yes,No,No,Yes,Female,No,19,No,5,4,12.25,5,4,12.0,0.8,0.8,12.12,8.9,1.4,3.51,Enrolled
1157,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,120.6,Yes,No,No,No,Female,No,19,No,6,3,11.666666666666666,6,1,10.0,0.5,0.167,10.83,10.8,1.4,1.74,Dropout
1158,Single,1st phase - special contingent (Madeira Island),Tourism,Daytime,Secondary Education,118.7,Yes,No,No,Yes,Female,Yes,21,No,6,6,13.571428571428571,6,6,12.5,1.0,1.0,13.04,8.9,1.4,3.51,Graduate
1159,Single,1st phase - general contingent,Journalism and Communication,Daytime,Secondary Education,130.8,No,No,No,Yes,Female,Yes,20,Yes,6,5,11.8,6,5,11.833333333333334,0.833,0.833,11.82,15.5,2.8,-4.06,Graduate
1160,Single,1st phase - general contingent,Management,Daytime,Secondary Education,112.6,Yes,No,No,Yes,Female,Yes,20,No,5,5,14.2,5,5,13.285714285714286,1.0,1.0,13.74,11.1,0.6,2.02,Graduate
1161,Single,Over 23 years old,Management (evening attendance),Evening,Basic Education 3rd Cycle,117.2,No,No,No,Yes,Female,No,41,No,5,5,11.0,5,5,11.8,1.0,1.0,11.4,7.6,2.6,0.32,Graduate
1162,Divorced,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree (1st cycle),130.0,Yes,No,No,Yes,Female,No,32,No,7,4,13.625,7,7,12.6375,0.571,1.0,13.13,12.4,0.5,1.79,Enrolled
1163,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,131.8,Yes,No,No,Yes,Female,No,18,No,8,7,14.652857142857142,8,7,14.652857142857142,0.875,0.875,14.65,10.8,1.4,1.74,Graduate
1164,Divorced,Over 23 years old,Social Service (evening attendance),Evening,Secondary Education,97.0,No,No,No,Yes,Female,Yes,35,No,6,6,11.333333333333334,6,6,11.333333333333334,1.0,1.0,11.33,15.5,2.8,-4.06,Graduate
1165,Single,Over 23 years old,Nursing,Daytime,Secondary Education,130.0,No,No,Yes,No,Female,No,32,No,7,4,13.7,7,0,0.0,0.571,0.0,6.85,16.2,0.3,-0.92,Dropout
1166,Single,Over 23 years old,Social Service (evening attendance),Evening,Higher Education - Degree (1st cycle),148.0,No,No,No,Yes,Female,No,37,No,11,11,13.727272727272728,8,8,14.75,1.0,1.0,14.24,12.4,0.5,1.79,Graduate
1167,Married,Over 23 years old,Management,Daytime,Higher Education - Degree,103.4,No,No,No,Yes,Female,No,30,No,7,7,11.75,8,7,11.142857142857142,1.0,0.875,11.45,12.7,3.7,-1.7,Dropout
1168,Single,Change of course,Journalism and Communication,Daytime,Secondary Education,127.1,No,No,No,Yes,Male,No,23,No,6,6,12.333333333333334,6,5,13.0,1.0,0.833,12.67,7.6,2.6,0.32,Graduate
1169,Single,2nd phase - general contingent,Journalism and Communication,Daytime,Secondary Education,124.0,Yes,No,No,Yes,Female,Yes,20,No,6,6,14.0,6,6,13.857142857142858,1.0,1.0,13.93,15.5,2.8,-4.06,Dropout
1170,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,121.4,No,No,No,Yes,Male,No,21,No,5,4,11.5,5,4,11.75,0.8,0.8,11.62,9.4,-0.8,-3.12,Graduate
1171,Single,1st phase - general contingent,Management,Daytime,Secondary Education,118.1,No,No,No,Yes,Male,No,19,No,5,5,11.2,5,5,13.2,1.0,1.0,12.2,12.4,0.5,1.79,Graduate
1172,Single,2nd phase - general contingent,Nursing,Daytime,Secondary Education,121.3,Yes,No,No,Yes,Male,Yes,18,No,8,7,15.07,8,7,15.07,0.875,0.875,15.07,10.8,1.4,1.74,Graduate
1173,Single,Transfer,Informatics Engineering,Daytime,Secondary Education,119.5,No,No,No,Yes,Male,No,18,No,5,1,10.0,5,1,12.0,0.2,0.2,11.0,10.8,1.4,1.74,Dropout
1174,Single,Over 23 years old,Management (evening attendance),Evening,Secondary Education,115.2,No,No,No,Yes,Male,No,24,No,5,4,12.0,5,5,12.666666666666666,0.8,1.0,12.33,12.4,0.5,1.79,Enrolled
1175,Single,3rd phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,130.2,Yes,No,No,Yes,Male,No,22,No,6,4,13.0,6,4,12.6,0.667,0.667,12.8,12.7,3.7,-1.7,Graduate
1176,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,130.0,Yes,No,No,Yes,Male,No,18,No,6,4,11.0,6,3,11.25,0.667,0.5,11.12,16.2,0.3,-0.92,Dropout
1177,Single,1st phase - special contingent (Madeira Island),Social Service,Daytime,Secondary Education,126.9,Yes,No,No,Yes,Female,No,18,No,6,6,13.571428571428571,6,5,12.166666666666666,1.0,0.833,12.87,9.4,-0.8,-3.12,Graduate
1178,Single,1st phase - general contingent,Communication Design,Daytime,Secondary Education,168.5,Yes,No,No,Yes,Male,No,21,Yes,6,5,14.6,6,5,14.2,0.833,0.833,14.4,16.2,0.3,-0.92,Graduate
1179,Divorced,Over 23 years old,Nursing,Daytime,Secondary Education,130.0,No,No,Yes,Yes,Female,No,38,No,7,3,11.833333333333334,7,2,10.0,0.429,0.286,10.92,16.2,0.3,-0.92,Dropout
1180,Single,3rd phase - general contingent,Oral Hygiene,Daytime,Secondary Education,122.8,No,No,No,Yes,Female,Yes,19,No,7,7,12.625,8,8,12.5125,1.0,1.0,12.57,12.7,3.7,-1.7,Graduate
1181,Legally Separated,Over 23 years old,Nursing,Daytime,Secondary Education,110.0,No,No,No,Yes,Female,No,36,No,7,4,11.5,7,3,12.333333333333334,0.571,0.429,11.92,16.2,0.3,-0.92,Dropout
1182,Single,1st phase - special contingent (Madeira Island),Veterinary Nursing,Daytime,Secondary Education,127.1,Yes,No,No,Yes,Female,No,18,No,5,4,13.25,5,4,10.5,0.8,0.8,11.88,12.7,3.7,-1.7,Graduate
1183,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,108.5,Yes,No,No,Yes,Female,No,19,No,7,7,12.60625,8,6,11.9,1.0,0.75,12.25,12.4,0.5,1.79,Graduate
1184,Single,Short cycle diploma holders,Veterinary Nursing,Daytime,Professional Higher Technical Course,138.2,No,No,Yes,No,Female,No,21,No,10,8,13.75,9,5,13.2,0.8,0.556,13.48,8.9,1.4,3.51,Dropout
1185,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,96.0,Yes,No,No,Yes,Female,No,19,No,7,6,13.598333333333334,8,6,11.933333333333332,0.857,0.75,12.77,11.1,0.6,2.02,Enrolled
1186,Single,1st phase - general contingent,Social Service,Daytime,Secondary Education,124.5,No,No,No,Yes,Female,Yes,18,No,6,5,11.142857142857142,6,6,12.285714285714286,0.833,1.0,11.71,16.2,0.3,-0.92,Graduate
1187,Married,Holders of other higher courses,Nursing,Daytime,Higher Education - Degree,120.0,Yes,No,No,Yes,Female,No,45,No,11,11,12.7,10,10,12.96818181818182,1.0,1.0,12.83,13.9,-0.3,0.79,Enrolled
1188,Single,2nd phase - general contingent,Management,Daytime,Secondary Education,132.3,Yes,No,No,Yes,Female,No,20,No,5,1,10.0,5,1,11.0,0.2,0.2,10.5,7.6,2.6,0.32,Dropout
1189,Single,2nd phase - general contingent,Tourism,Daytime,Secondary Education,120.7,Yes,No,Yes,Yes,Female,No,18,No,6,6,11.666666666666666,6,4,11.5,1.0,0.667,11.58,13.9,-0.3,0.79,Graduate
1190,Single,1st phase - general contingent,Advertising and Marketing Management,Daytime,Secondary Education,132.6,No,No,No,Yes,Female,Yes,18,No,6,6,14.0,6,6,13.142857142857142,1.0,1.0,13.57,11.1,0.6,2.02,Graduate
1191,Single,Holders of other higher courses,Equinculture,Daytime,Higher Education - Degree,140.0,No,No,No,Yes,Female,No,25,No,5,0,0.0,5,0,0.0,0.0,0.0,0.0,10.8,1.4,1.74,Dropout
1192,Single,1st phase - general contingent,Nursing,Daytime,Secondary Education,124.5,Yes,No,No,Yes,Female,No,19,No,8,7,12.04142857142857,8,7,12.04142857142857,0.875,0.875,12.04,10.8,1.4,1.74,Graduate
1193,Single,1st phase - general contingent,Animation and Multimedia Design,Daytime,Secondary Education,142.0,Yes,No,No,Yes,Female,Yes,18,No,0,0,0.0,0,0,0.0,0,0,0.0,13.9,-0.3,0.79,Graduate
1194,Single,Holders of other higher courses,Tourism,Daytime,Higher Education - Degree (1st cycle),130.0,No,No,No,Yes,Female,No,39,No,13,13,13.76923076923077,12,12,14.583333333333334,1.0,1.0,14.18,13.9,-0.3,0.79,Graduate
1195,Married,Over 23 years old,Agronomy,Daytime,Secondary Education,144.0,No,No,No,Yes,Female,No,29,No,18,18,15.444444444444445,13,13,15.307692307692308,1.0,1.0,15.38,15.5,2.8,-4.06,Graduate
1196,Single,2nd phase - general contingent,Basic Education,Daytime,Secondary Education,128.5,Yes,No,No,Yes,Female,No,18,No,7,6,11.5,7,7,12.714285714285714,0.857,1.0,12.11,13.9,-0.3,0.79,Enrolled
1197,Single,Holders of other higher courses,Communication Design,Daytime,Higher Education - Degree,140.0,No,No,No,No,Female,No,23,No,3,2,10.0,6,0,0.0,0.667,0.0,5.0,10.8,1.4,1.74,Dropout
1198,Single,Transfer,Basic Education,Daytime,Secondary Education,113.9,Yes,No,No,Yes,Female,No,21,No,6,4,12.25,6,3,10.333333333333334,0.667,0.5,11.29,12.7,3.7,-1.7,Dropout
